task,devacc,acc,ndev,ntest,nhid,dropout
Length,95.79,96.02,9996,9996,50,0.0
Length,95.67,95.69,9996,9996,50,0.1
Length,95.55,95.46,9996,9996,50,0.2
Length,95.98,95.76,9996,9996,100,0.0
Length,95.74,95.74,9996,9996,100,0.1
Length,95.69,95.67,9996,9996,100,0.2
Length,95.73,95.57,9996,9996,200,0.0
Length,95.92,95.92,9996,9996,200,0.1
Length,95.18,95.3,9996,9996,200,0.2
WordContent,82.63,82.25,10000,10000,50,0.0
WordContent,82.63,82.25,10000,10000,50,0.1
WordContent,82.63,82.25,10000,10000,50,0.2
WordContent,82.63,82.25,10000,10000,100,0.0
WordContent,82.63,82.25,10000,10000,100,0.1
WordContent,82.63,82.25,10000,10000,100,0.2
WordContent,82.63,82.25,10000,10000,200,0.0
WordContent,82.63,82.25,10000,10000,200,0.1
WordContent,82.63,82.25,10000,10000,200,0.2
Depth,40.11,40.72,10000,10000,50,0.0
Depth,38.96,39.44,10000,10000,50,0.1
Depth,38.52,39.24,10000,10000,50,0.2
Depth,40.9,41.11,10000,10000,100,0.0
Depth,40.67,41.09,10000,10000,100,0.1
Depth,40.15,40.24,10000,10000,100,0.2
Depth,40.78,41.52,10000,10000,200,0.0
Depth,40.63,41.29,10000,10000,200,0.1
Depth,40.36,41.25,10000,10000,200,0.2
TopConstituents,69.92,69.2,10000,10000,50,0.0
TopConstituents,70.03,68.29,10000,10000,50,0.1
TopConstituents,69.28,68.37,10000,10000,50,0.2
TopConstituents,70.69,69.93,10000,10000,100,0.0
TopConstituents,70.97,69.97,10000,10000,100,0.1
TopConstituents,70.33,69.14,10000,10000,100,0.2
TopConstituents,70.9,70.39,10000,10000,200,0.0
TopConstituents,71.61,71.29,10000,10000,200,0.1
TopConstituents,70.8,69.67,10000,10000,200,0.2
BigramShift,51.99,50.26,10000,10000,50,0.0
BigramShift,51.9,50.58,10000,10000,50,0.1
BigramShift,51.58,51.29,10000,10000,50,0.2
BigramShift,52.29,50.82,10000,10000,100,0.0
BigramShift,51.85,50.97,10000,10000,100,0.1
BigramShift,51.92,51.24,10000,10000,100,0.2
BigramShift,52.15,50.81,10000,10000,200,0.0
BigramShift,51.87,50.59,10000,10000,200,0.1
BigramShift,52.0,50.16,10000,10000,200,0.2
Tense,86.39,85.49,10000,10000,50,0.0
Tense,86.06,85.56,10000,10000,50,0.1
Tense,86.13,85.51,10000,10000,50,0.2
Tense,86.21,84.97,10000,10000,100,0.0
Tense,86.49,85.67,10000,10000,100,0.1
Tense,86.27,85.48,10000,10000,100,0.2
Tense,86.08,85.74,10000,10000,200,0.0
Tense,86.19,85.83,10000,10000,200,0.1
Tense,86.49,85.49,10000,10000,200,0.2
SubjNumber,82.56,81.95,10000,10000,50,0.0
SubjNumber,82.78,81.83,10000,10000,50,0.1
SubjNumber,82.61,81.57,10000,10000,50,0.2
SubjNumber,82.42,81.92,10000,10000,100,0.0
SubjNumber,82.81,81.86,10000,10000,100,0.1
SubjNumber,82.73,81.72,10000,10000,100,0.2
SubjNumber,82.47,81.58,10000,10000,200,0.0
SubjNumber,82.63,81.94,10000,10000,200,0.1
SubjNumber,82.71,82.08,10000,10000,200,0.2
ObjNumber,78.98,80.25,10000,10000,50,0.0
ObjNumber,79.25,80.5,10000,10000,50,0.1
ObjNumber,78.99,80.59,10000,10000,50,0.2
ObjNumber,78.9,80.57,10000,10000,100,0.0
ObjNumber,79.03,80.48,10000,10000,100,0.1
ObjNumber,79.07,80.3,10000,10000,100,0.2
ObjNumber,78.84,80.57,10000,10000,200,0.0
ObjNumber,79.11,80.62,10000,10000,200,0.1
ObjNumber,78.92,80.72,10000,10000,200,0.2
OddManOut,51.53,51.75,10000,10000,50,0.0
OddManOut,51.34,51.43,10000,10000,50,0.1
OddManOut,50.68,51.33,10000,10000,50,0.2
OddManOut,51.88,52.35,10000,10000,100,0.0
OddManOut,50.77,51.98,10000,10000,100,0.1
OddManOut,50.36,50.06,10000,10000,100,0.2
OddManOut,52.07,52.43,10000,10000,200,0.0
OddManOut,51.02,51.59,10000,10000,200,0.1
OddManOut,50.93,51.35,10000,10000,200,0.2
CoordinationInversion,58.71,58.25,10002,10002,50,0.0
CoordinationInversion,57.59,57.91,10002,10002,50,0.1
CoordinationInversion,56.93,57.46,10002,10002,50,0.2
CoordinationInversion,58.5,57.86,10002,10002,100,0.0
CoordinationInversion,57.6,57.17,10002,10002,100,0.1
CoordinationInversion,57.26,57.99,10002,10002,100,0.2
CoordinationInversion,58.54,58.21,10002,10002,200,0.0
CoordinationInversion,58.09,58.0,10002,10002,200,0.1
CoordinationInversion,56.9,57.85,10002,10002,200,0.2
