task,devacc,acc,ndev,ntest,nhid,dropout
Length,61.31,62.52,9996,9996,50,0.0
Length,58.69,59.74,9996,9996,50,0.1
Length,58.24,59.21,9996,9996,50,0.2
Length,61.37,62.41,9996,9996,100,0.0
Length,59.32,60.83,9996,9996,100,0.1
Length,58.71,59.83,9996,9996,100,0.2
Length,60.72,61.47,9996,9996,200,0.0
Length,58.95,60.4,9996,9996,200,0.1
Length,58.33,59.96,9996,9996,200,0.2
WordContent,12.71,11.86,10000,10000,50,0.0
WordContent,12.71,11.86,10000,10000,50,0.1
WordContent,12.71,11.86,10000,10000,50,0.2
WordContent,12.71,11.86,10000,10000,100,0.0
WordContent,12.71,11.86,10000,10000,100,0.1
WordContent,12.71,11.86,10000,10000,100,0.2
WordContent,12.71,11.86,10000,10000,200,0.0
WordContent,12.71,11.86,10000,10000,200,0.1
WordContent,12.71,11.86,10000,10000,200,0.2
Depth,27.31,27.82,10000,10000,50,0.0
Depth,26.54,27.33,10000,10000,50,0.1
Depth,26.32,26.29,10000,10000,50,0.2
Depth,27.21,27.53,10000,10000,100,0.0
Depth,26.57,27.36,10000,10000,100,0.1
Depth,26.26,26.61,10000,10000,100,0.2
Depth,27.17,27.2,10000,10000,200,0.0
Depth,26.59,26.5,10000,10000,200,0.1
Depth,26.37,26.5,10000,10000,200,0.2
TopConstituents,39.13,38.38,10000,10000,50,0.0
TopConstituents,36.74,36.14,10000,10000,50,0.1
TopConstituents,36.3,35.61,10000,10000,50,0.2
TopConstituents,39.78,39.81,10000,10000,100,0.0
TopConstituents,37.51,36.48,10000,10000,100,0.1
TopConstituents,37.09,36.48,10000,10000,100,0.2
TopConstituents,39.61,39.43,10000,10000,200,0.0
TopConstituents,38.43,37.78,10000,10000,200,0.1
TopConstituents,37.47,36.09,10000,10000,200,0.2
BigramShift,50.1,50.02,10000,10000,50,0.0
BigramShift,50.1,49.87,10000,10000,50,0.1
BigramShift,50.05,49.82,10000,10000,50,0.2
BigramShift,50.0,50.0,10000,10000,100,0.0
BigramShift,50.05,50.07,10000,10000,100,0.1
BigramShift,50.17,50.08,10000,10000,100,0.2
BigramShift,50.14,50.24,10000,10000,200,0.0
BigramShift,50.1,50.12,10000,10000,200,0.1
BigramShift,50.1,50.11,10000,10000,200,0.2
Tense,67.62,63.82,10000,10000,50,0.0
Tense,67.64,64.03,10000,10000,50,0.1
Tense,67.78,63.78,10000,10000,50,0.2
Tense,67.69,64.1,10000,10000,100,0.0
Tense,67.8,64.2,10000,10000,100,0.1
Tense,67.89,63.86,10000,10000,100,0.2
Tense,67.63,64.0,10000,10000,200,0.0
Tense,67.67,63.94,10000,10000,200,0.1
Tense,67.66,63.87,10000,10000,200,0.2
SubjNumber,61.3,62.73,10000,10000,50,0.0
SubjNumber,60.74,62.6,10000,10000,50,0.1
SubjNumber,61.05,62.97,10000,10000,50,0.2
SubjNumber,61.63,62.67,10000,10000,100,0.0
SubjNumber,61.18,62.23,10000,10000,100,0.1
SubjNumber,60.7,62.05,10000,10000,100,0.2
SubjNumber,61.62,62.66,10000,10000,200,0.0
SubjNumber,60.97,62.34,10000,10000,200,0.1
SubjNumber,60.69,61.89,10000,10000,200,0.2
ObjNumber,60.99,60.77,10000,10000,50,0.0
ObjNumber,60.81,59.6,10000,10000,50,0.1
ObjNumber,60.61,60.04,10000,10000,50,0.2
ObjNumber,60.56,60.28,10000,10000,100,0.0
ObjNumber,61.03,60.51,10000,10000,100,0.1
ObjNumber,60.61,59.81,10000,10000,100,0.2
ObjNumber,60.73,60.2,10000,10000,200,0.0
ObjNumber,60.81,60.24,10000,10000,200,0.1
ObjNumber,60.59,59.85,10000,10000,200,0.2
OddManOut,50.92,49.95,10000,10000,50,0.0
OddManOut,50.51,50.4,10000,10000,50,0.1
OddManOut,50.64,50.32,10000,10000,50,0.2
OddManOut,50.88,49.53,10000,10000,100,0.0
OddManOut,50.43,50.16,10000,10000,100,0.1
OddManOut,50.4,50.19,10000,10000,100,0.2
OddManOut,50.79,50.29,10000,10000,200,0.0
OddManOut,50.33,50.17,10000,10000,200,0.1
OddManOut,50.58,49.86,10000,10000,200,0.2
CoordinationInversion,52.55,52.39,10002,10002,50,0.0
CoordinationInversion,52.14,51.65,10002,10002,50,0.1
CoordinationInversion,52.01,51.68,10002,10002,50,0.2
CoordinationInversion,52.49,52.51,10002,10002,100,0.0
CoordinationInversion,51.98,51.67,10002,10002,100,0.1
CoordinationInversion,52.37,51.65,10002,10002,100,0.2
CoordinationInversion,52.58,52.5,10002,10002,200,0.0
CoordinationInversion,51.76,51.43,10002,10002,200,0.1
CoordinationInversion,52.13,51.6,10002,10002,200,0.2
