task,devacc,acc,ndev,ntest,nhid,dropout
Length,94.9,95.62,9996,9996,50,0.0
Length,94.96,95.29,9996,9996,50,0.1
Length,94.54,95.12,9996,9996,50,0.2
Length,95.17,95.69,9996,9996,100,0.0
Length,94.93,95.28,9996,9996,100,0.1
Length,94.88,95.35,9996,9996,100,0.2
Length,95.05,95.79,9996,9996,200,0.0
Length,95.06,95.48,9996,9996,200,0.1
Length,94.94,95.49,9996,9996,200,0.2
WordContent,81.06,81.29,10000,10000,50,0.0
WordContent,81.06,81.29,10000,10000,50,0.1
WordContent,81.06,81.29,10000,10000,50,0.2
WordContent,81.06,81.29,10000,10000,100,0.0
WordContent,81.06,81.29,10000,10000,100,0.1
WordContent,81.06,81.29,10000,10000,100,0.2
WordContent,81.06,81.29,10000,10000,200,0.0
WordContent,81.06,81.29,10000,10000,200,0.1
WordContent,81.06,81.29,10000,10000,200,0.2
Depth,48.05,49.37,10000,10000,50,0.0
Depth,48.81,48.46,10000,10000,50,0.1
Depth,47.76,47.53,10000,10000,50,0.2
Depth,48.72,49.15,10000,10000,100,0.0
Depth,48.8,49.67,10000,10000,100,0.1
Depth,48.63,48.51,10000,10000,100,0.2
Depth,49.54,49.48,10000,10000,200,0.0
Depth,49.78,49.74,10000,10000,200,0.1
Depth,50.27,50.0,10000,10000,200,0.2
TopConstituents,82.19,82.78,10000,10000,50,0.0
TopConstituents,81.88,82.83,10000,10000,50,0.1
TopConstituents,81.85,82.47,10000,10000,50,0.2
TopConstituents,82.3,82.74,10000,10000,100,0.0
TopConstituents,82.25,82.98,10000,10000,100,0.1
TopConstituents,82.46,82.75,10000,10000,100,0.2
TopConstituents,82.68,83.24,10000,10000,200,0.0
TopConstituents,82.59,83.15,10000,10000,200,0.1
TopConstituents,82.58,83.15,10000,10000,200,0.2
BigramShift,90.95,90.55,10000,10000,50,0.0
BigramShift,91.1,90.53,10000,10000,50,0.1
BigramShift,91.11,90.54,10000,10000,50,0.2
BigramShift,91.04,90.42,10000,10000,100,0.0
BigramShift,91.32,90.77,10000,10000,100,0.1
BigramShift,91.09,90.25,10000,10000,100,0.2
BigramShift,90.94,90.52,10000,10000,200,0.0
BigramShift,91.27,90.61,10000,10000,200,0.1
BigramShift,91.3,90.83,10000,10000,200,0.2
Tense,90.38,88.84,10000,10000,50,0.0
Tense,90.54,89.21,10000,10000,50,0.1
Tense,90.63,89.19,10000,10000,50,0.2
Tense,90.29,89.08,10000,10000,100,0.0
Tense,90.45,89.11,10000,10000,100,0.1
Tense,90.62,88.94,10000,10000,100,0.2
Tense,90.27,88.96,10000,10000,200,0.0
Tense,90.39,88.71,10000,10000,200,0.1
Tense,90.44,89.16,10000,10000,200,0.2
SubjNumber,88.09,88.2,10000,10000,50,0.0
SubjNumber,88.37,88.38,10000,10000,50,0.1
SubjNumber,88.4,88.05,10000,10000,50,0.2
SubjNumber,88.13,88.43,10000,10000,100,0.0
SubjNumber,88.26,88.16,10000,10000,100,0.1
SubjNumber,88.32,88.38,10000,10000,100,0.2
SubjNumber,87.98,88.07,10000,10000,200,0.0
SubjNumber,88.2,87.89,10000,10000,200,0.1
SubjNumber,88.3,88.0,10000,10000,200,0.2
ObjNumber,85.43,86.23,10000,10000,50,0.0
ObjNumber,85.75,86.35,10000,10000,50,0.1
ObjNumber,85.87,86.5,10000,10000,50,0.2
ObjNumber,85.52,86.31,10000,10000,100,0.0
ObjNumber,85.9,86.78,10000,10000,100,0.1
ObjNumber,85.96,86.94,10000,10000,100,0.2
ObjNumber,85.62,86.28,10000,10000,200,0.0
ObjNumber,85.59,86.29,10000,10000,200,0.1
ObjNumber,85.94,86.37,10000,10000,200,0.2
OddManOut,65.88,66.39,10000,10000,50,0.0
OddManOut,65.75,66.3,10000,10000,50,0.1
OddManOut,65.62,66.21,10000,10000,50,0.2
OddManOut,65.56,66.69,10000,10000,100,0.0
OddManOut,66.14,66.45,10000,10000,100,0.1
OddManOut,65.87,66.57,10000,10000,100,0.2
OddManOut,65.71,66.56,10000,10000,200,0.0
OddManOut,66.14,66.83,10000,10000,200,0.1
OddManOut,65.86,66.41,10000,10000,200,0.2
CoordinationInversion,67.81,66.91,10002,10002,50,0.0
CoordinationInversion,67.47,66.82,10002,10002,50,0.1
CoordinationInversion,67.28,66.54,10002,10002,50,0.2
CoordinationInversion,67.82,67.1,10002,10002,100,0.0
CoordinationInversion,68.0,66.74,10002,10002,100,0.1
CoordinationInversion,67.5,66.9,10002,10002,100,0.2
CoordinationInversion,67.59,66.81,10002,10002,200,0.0
CoordinationInversion,68.49,66.78,10002,10002,200,0.1
CoordinationInversion,67.56,66.97,10002,10002,200,0.2
