task,devacc,acc,ndev,ntest,nhid,dropout
Length,90.73,90.35,9996,9996,50,0.0
Length,91.0,90.56,9996,9996,50,0.1
Length,91.03,90.78,9996,9996,50,0.2
Length,90.71,90.41,9996,9996,100,0.0
Length,90.91,90.86,9996,9996,100,0.1
Length,91.03,90.48,9996,9996,100,0.2
Length,90.7,90.3,9996,9996,200,0.0
Length,91.04,90.52,9996,9996,200,0.1
Length,90.9,90.53,9996,9996,200,0.2
WordContent,82.83,82.92,10000,10000,50,0.0
WordContent,82.83,82.92,10000,10000,50,0.1
WordContent,82.83,82.92,10000,10000,50,0.2
WordContent,82.83,82.92,10000,10000,100,0.0
WordContent,82.83,82.92,10000,10000,100,0.1
WordContent,82.83,82.92,10000,10000,100,0.2
WordContent,82.83,82.92,10000,10000,200,0.0
WordContent,82.83,82.92,10000,10000,200,0.1
WordContent,82.83,82.92,10000,10000,200,0.2
Depth,40.91,41.23,10000,10000,50,0.0
Depth,40.24,40.78,10000,10000,50,0.1
Depth,39.86,40.08,10000,10000,50,0.2
Depth,41.12,41.43,10000,10000,100,0.0
Depth,40.47,40.9,10000,10000,100,0.1
Depth,39.98,40.36,10000,10000,100,0.2
Depth,41.0,40.78,10000,10000,200,0.0
Depth,40.95,41.19,10000,10000,200,0.1
Depth,40.55,40.9,10000,10000,200,0.2
TopConstituents,75.27,75.09,10000,10000,50,0.0
TopConstituents,74.97,75.2,10000,10000,50,0.1
TopConstituents,74.7,75.1,10000,10000,50,0.2
TopConstituents,75.48,75.76,10000,10000,100,0.0
TopConstituents,75.52,75.67,10000,10000,100,0.1
TopConstituents,75.51,75.26,10000,10000,100,0.2
TopConstituents,75.37,75.84,10000,10000,200,0.0
TopConstituents,75.67,75.9,10000,10000,200,0.1
TopConstituents,75.87,76.27,10000,10000,200,0.2
BigramShift,61.34,60.59,10000,10000,50,0.0
BigramShift,61.52,60.95,10000,10000,50,0.1
BigramShift,61.69,61.43,10000,10000,50,0.2
BigramShift,61.25,60.9,10000,10000,100,0.0
BigramShift,61.17,61.18,10000,10000,100,0.1
BigramShift,61.49,61.92,10000,10000,100,0.2
BigramShift,61.08,60.82,10000,10000,200,0.0
BigramShift,61.22,61.1,10000,10000,200,0.1
BigramShift,61.46,60.84,10000,10000,200,0.2
Tense,85.9,84.54,10000,10000,50,0.0
Tense,86.16,84.94,10000,10000,50,0.1
Tense,86.3,84.87,10000,10000,50,0.2
Tense,85.92,84.23,10000,10000,100,0.0
Tense,86.12,84.47,10000,10000,100,0.1
Tense,86.03,84.81,10000,10000,100,0.2
Tense,85.81,84.94,10000,10000,200,0.0
Tense,85.73,84.69,10000,10000,200,0.1
Tense,86.07,84.7,10000,10000,200,0.2
SubjNumber,83.15,82.51,10000,10000,50,0.0
SubjNumber,83.13,82.76,10000,10000,50,0.1
SubjNumber,83.1,82.9,10000,10000,50,0.2
SubjNumber,82.97,82.81,10000,10000,100,0.0
SubjNumber,83.29,82.95,10000,10000,100,0.1
SubjNumber,83.15,82.9,10000,10000,100,0.2
SubjNumber,83.33,82.88,10000,10000,200,0.0
SubjNumber,83.31,83.42,10000,10000,200,0.1
SubjNumber,83.53,82.97,10000,10000,200,0.2
ObjNumber,79.17,80.45,10000,10000,50,0.0
ObjNumber,79.42,80.87,10000,10000,50,0.1
ObjNumber,79.38,80.74,10000,10000,50,0.2
ObjNumber,79.01,80.23,10000,10000,100,0.0
ObjNumber,79.29,80.81,10000,10000,100,0.1
ObjNumber,79.64,80.93,10000,10000,100,0.2
ObjNumber,79.06,80.16,10000,10000,200,0.0
ObjNumber,79.3,80.64,10000,10000,200,0.1
ObjNumber,79.56,80.84,10000,10000,200,0.2
OddManOut,52.22,51.58,10000,10000,50,0.0
OddManOut,52.03,50.93,10000,10000,50,0.1
OddManOut,52.05,51.1,10000,10000,50,0.2
OddManOut,53.0,51.07,10000,10000,100,0.0
OddManOut,52.06,50.08,10000,10000,100,0.1
OddManOut,52.02,51.07,10000,10000,100,0.2
OddManOut,52.48,51.15,10000,10000,200,0.0
OddManOut,52.28,50.95,10000,10000,200,0.1
OddManOut,52.44,51.11,10000,10000,200,0.2
CoordinationInversion,62.08,60.52,10002,10002,50,0.0
CoordinationInversion,61.91,61.39,10002,10002,50,0.1
CoordinationInversion,61.78,61.18,10002,10002,50,0.2
CoordinationInversion,62.27,61.86,10002,10002,100,0.0
CoordinationInversion,62.61,61.16,10002,10002,100,0.1
CoordinationInversion,62.19,61.41,10002,10002,100,0.2
CoordinationInversion,62.46,60.97,10002,10002,200,0.0
CoordinationInversion,62.55,61.68,10002,10002,200,0.1
CoordinationInversion,62.5,61.76,10002,10002,200,0.2
