task,devacc,acc,ndev,ntest,nhid,dropout
Length,80.74,80.68,9996,9996,50,0.0
Length,80.7,80.99,9996,9996,50,0.1
Length,80.67,80.68,9996,9996,50,0.2
Length,80.86,80.97,9996,9996,100,0.0
Length,80.68,81.04,9996,9996,100,0.1
Length,80.94,80.98,9996,9996,100,0.2
Length,80.63,81.56,9996,9996,200,0.0
Length,80.74,81.25,9996,9996,200,0.1
Length,81.01,80.74,9996,9996,200,0.2
WordContent,50.76,50.36,10000,10000,50,0.0
WordContent,50.76,50.36,10000,10000,50,0.1
WordContent,50.76,50.36,10000,10000,50,0.2
WordContent,50.76,50.36,10000,10000,100,0.0
WordContent,50.76,50.36,10000,10000,100,0.1
WordContent,50.76,50.36,10000,10000,100,0.2
WordContent,50.76,50.36,10000,10000,200,0.0
WordContent,50.76,50.36,10000,10000,200,0.1
WordContent,50.76,50.36,10000,10000,200,0.2
Depth,40.4,41.21,10000,10000,50,0.0
Depth,39.0,40.17,10000,10000,50,0.1
Depth,38.17,38.33,10000,10000,50,0.2
Depth,40.48,39.83,10000,10000,100,0.0
Depth,39.86,40.15,10000,10000,100,0.1
Depth,39.06,39.04,10000,10000,100,0.2
Depth,40.57,40.23,10000,10000,200,0.0
Depth,40.04,40.63,10000,10000,200,0.1
Depth,39.36,39.05,10000,10000,200,0.2
TopConstituents,75.19,75.66,10000,10000,50,0.0
TopConstituents,75.48,75.67,10000,10000,50,0.1
TopConstituents,75.28,75.51,10000,10000,50,0.2
TopConstituents,75.33,75.32,10000,10000,100,0.0
TopConstituents,75.83,75.92,10000,10000,100,0.1
TopConstituents,75.65,76.04,10000,10000,100,0.2
TopConstituents,75.59,75.85,10000,10000,200,0.0
TopConstituents,75.98,76.44,10000,10000,200,0.1
TopConstituents,76.37,76.55,10000,10000,200,0.2
BigramShift,66.52,66.27,10000,10000,50,0.0
BigramShift,66.47,66.52,10000,10000,50,0.1
BigramShift,66.4,66.45,10000,10000,50,0.2
BigramShift,66.29,66.46,10000,10000,100,0.0
BigramShift,66.3,66.67,10000,10000,100,0.1
BigramShift,66.47,66.57,10000,10000,100,0.2
BigramShift,66.37,66.15,10000,10000,200,0.0
BigramShift,66.14,66.11,10000,10000,200,0.1
BigramShift,66.27,66.7,10000,10000,200,0.2
Tense,85.11,83.43,10000,10000,50,0.0
Tense,84.9,83.83,10000,10000,50,0.1
Tense,84.72,83.39,10000,10000,50,0.2
Tense,85.01,83.43,10000,10000,100,0.0
Tense,84.78,83.8,10000,10000,100,0.1
Tense,84.96,83.63,10000,10000,100,0.2
Tense,84.76,83.41,10000,10000,200,0.0
Tense,84.51,83.06,10000,10000,200,0.1
Tense,84.85,83.74,10000,10000,200,0.2
SubjNumber,83.7,82.28,10000,10000,50,0.0
SubjNumber,83.82,82.75,10000,10000,50,0.1
SubjNumber,84.03,82.61,10000,10000,50,0.2
SubjNumber,83.58,82.65,10000,10000,100,0.0
SubjNumber,83.76,82.21,10000,10000,100,0.1
SubjNumber,83.91,82.29,10000,10000,100,0.2
SubjNumber,83.52,82.65,10000,10000,200,0.0
SubjNumber,83.76,82.21,10000,10000,200,0.1
SubjNumber,84.05,82.24,10000,10000,200,0.2
ObjNumber,79.24,79.77,10000,10000,50,0.0
ObjNumber,79.38,79.97,10000,10000,50,0.1
ObjNumber,79.27,80.15,10000,10000,50,0.2
ObjNumber,79.28,79.95,10000,10000,100,0.0
ObjNumber,79.19,79.87,10000,10000,100,0.1
ObjNumber,79.36,80.09,10000,10000,100,0.2
ObjNumber,78.94,79.68,10000,10000,200,0.0
ObjNumber,79.3,80.43,10000,10000,200,0.1
ObjNumber,79.41,80.21,10000,10000,200,0.2
OddManOut,51.24,51.77,10000,10000,50,0.0
OddManOut,51.27,50.52,10000,10000,50,0.1
OddManOut,51.09,51.09,10000,10000,50,0.2
OddManOut,51.31,50.91,10000,10000,100,0.0
OddManOut,51.09,50.43,10000,10000,100,0.1
OddManOut,51.09,50.44,10000,10000,100,0.2
OddManOut,51.49,50.82,10000,10000,200,0.0
OddManOut,51.2,50.37,10000,10000,200,0.1
OddManOut,51.27,50.72,10000,10000,200,0.2
CoordinationInversion,60.63,60.82,10002,10002,50,0.0
CoordinationInversion,60.82,60.37,10002,10002,50,0.1
CoordinationInversion,60.58,59.88,10002,10002,50,0.2
CoordinationInversion,60.92,60.65,10002,10002,100,0.0
CoordinationInversion,60.65,60.62,10002,10002,100,0.1
CoordinationInversion,60.54,60.12,10002,10002,100,0.2
CoordinationInversion,60.73,60.66,10002,10002,200,0.0
CoordinationInversion,60.41,59.99,10002,10002,200,0.1
CoordinationInversion,59.86,59.63,10002,10002,200,0.2
