task,devacc,acc,ndev,ntest,nhid,dropout
Length,94.14,94.46,9996,9996,50,0.0
Length,93.86,94.37,9996,9996,50,0.1
Length,93.73,94.1,9996,9996,50,0.2
Length,93.85,94.31,9996,9996,100,0.0
Length,93.82,94.23,9996,9996,100,0.1
Length,93.78,94.26,9996,9996,100,0.2
Length,93.8,94.31,9996,9996,200,0.0
Length,93.78,93.93,9996,9996,200,0.1
Length,93.79,94.3,9996,9996,200,0.2
WordContent,90.37,89.61,10000,10000,50,0.0
WordContent,90.37,89.61,10000,10000,50,0.1
WordContent,90.37,89.61,10000,10000,50,0.2
WordContent,90.37,89.61,10000,10000,100,0.0
WordContent,90.37,89.61,10000,10000,100,0.1
WordContent,90.37,89.61,10000,10000,100,0.2
WordContent,90.37,89.61,10000,10000,200,0.0
WordContent,90.37,89.61,10000,10000,200,0.1
WordContent,90.37,89.61,10000,10000,200,0.2
Depth,43.49,44.12,10000,10000,50,0.0
Depth,43.76,44.39,10000,10000,50,0.1
Depth,43.32,43.44,10000,10000,50,0.2
Depth,44.66,44.57,10000,10000,100,0.0
Depth,44.2,43.87,10000,10000,100,0.1
Depth,44.66,44.56,10000,10000,100,0.2
Depth,44.42,45.0,10000,10000,200,0.0
Depth,44.87,45.14,10000,10000,200,0.1
Depth,44.51,45.49,10000,10000,200,0.2
TopConstituents,76.69,76.16,10000,10000,50,0.0
TopConstituents,76.76,76.48,10000,10000,50,0.1
TopConstituents,76.75,76.41,10000,10000,50,0.2
TopConstituents,77.2,77.19,10000,10000,100,0.0
TopConstituents,77.27,77.29,10000,10000,100,0.1
TopConstituents,77.0,76.87,10000,10000,100,0.2
TopConstituents,77.38,77.35,10000,10000,200,0.0
TopConstituents,77.42,77.26,10000,10000,200,0.1
TopConstituents,77.49,77.26,10000,10000,200,0.2
BigramShift,77.39,77.31,10000,10000,50,0.0
BigramShift,77.74,77.31,10000,10000,50,0.1
BigramShift,77.5,77.18,10000,10000,50,0.2
BigramShift,77.35,76.82,10000,10000,100,0.0
BigramShift,77.71,76.81,10000,10000,100,0.1
BigramShift,77.5,77.22,10000,10000,100,0.2
BigramShift,77.58,76.85,10000,10000,200,0.0
BigramShift,77.6,77.24,10000,10000,200,0.1
BigramShift,77.78,77.26,10000,10000,200,0.2
Tense,89.35,88.31,10000,10000,50,0.0
Tense,89.51,88.22,10000,10000,50,0.1
Tense,89.61,88.15,10000,10000,50,0.2
Tense,89.36,88.18,10000,10000,100,0.0
Tense,89.53,88.03,10000,10000,100,0.1
Tense,89.73,88.25,10000,10000,100,0.2
Tense,89.36,88.04,10000,10000,200,0.0
Tense,89.58,88.02,10000,10000,200,0.1
Tense,89.65,88.19,10000,10000,200,0.2
SubjNumber,84.38,83.68,10000,10000,50,0.0
SubjNumber,84.52,83.86,10000,10000,50,0.1
SubjNumber,84.54,83.63,10000,10000,50,0.2
SubjNumber,84.27,83.39,10000,10000,100,0.0
SubjNumber,84.33,83.79,10000,10000,100,0.1
SubjNumber,84.83,83.77,10000,10000,100,0.2
SubjNumber,84.25,83.38,10000,10000,200,0.0
SubjNumber,84.36,83.8,10000,10000,200,0.1
SubjNumber,84.67,83.71,10000,10000,200,0.2
ObjNumber,83.06,83.32,10000,10000,50,0.0
ObjNumber,83.31,83.93,10000,10000,50,0.1
ObjNumber,83.4,83.94,10000,10000,50,0.2
ObjNumber,82.93,83.53,10000,10000,100,0.0
ObjNumber,83.14,84.08,10000,10000,100,0.1
ObjNumber,83.49,83.93,10000,10000,100,0.2
ObjNumber,82.86,83.46,10000,10000,200,0.0
ObjNumber,83.14,83.58,10000,10000,200,0.1
ObjNumber,83.44,83.86,10000,10000,200,0.2
OddManOut,58.23,57.9,10000,10000,50,0.0
OddManOut,58.1,57.95,10000,10000,50,0.1
OddManOut,58.05,58.33,10000,10000,50,0.2
OddManOut,58.09,57.96,10000,10000,100,0.0
OddManOut,58.41,57.75,10000,10000,100,0.1
OddManOut,58.24,58.07,10000,10000,100,0.2
OddManOut,58.58,57.8,10000,10000,200,0.0
OddManOut,58.09,58.14,10000,10000,200,0.1
OddManOut,58.08,58.01,10000,10000,200,0.2
CoordinationInversion,61.83,61.49,10002,10002,50,0.0
CoordinationInversion,61.71,61.79,10002,10002,50,0.1
CoordinationInversion,62.01,61.18,10002,10002,50,0.2
CoordinationInversion,62.06,61.3,10002,10002,100,0.0
CoordinationInversion,62.15,61.95,10002,10002,100,0.1
CoordinationInversion,61.79,60.99,10002,10002,100,0.2
CoordinationInversion,62.35,61.5,10002,10002,200,0.0
CoordinationInversion,62.41,61.8,10002,10002,200,0.1
CoordinationInversion,62.05,61.11,10002,10002,200,0.2
