task,devacc,acc,ndev,ntest,nhid,dropout
Length,97.4,97.34,9996,9996,50,0.0
Length,97.42,97.25,9996,9996,50,0.1
Length,96.99,96.9,9996,9996,50,0.2
Length,97.27,97.2,9996,9996,100,0.0
Length,97.39,97.33,9996,9996,100,0.1
Length,97.39,97.29,9996,9996,100,0.2
Length,97.29,97.35,9996,9996,200,0.0
Length,97.27,97.3,9996,9996,200,0.1
Length,97.26,97.0,9996,9996,200,0.2
WordContent,64.81,64.98,10000,10000,50,0.0
WordContent,64.81,64.98,10000,10000,50,0.1
WordContent,64.81,64.98,10000,10000,50,0.2
WordContent,64.81,64.98,10000,10000,100,0.0
WordContent,64.81,64.98,10000,10000,100,0.1
WordContent,64.81,64.98,10000,10000,100,0.2
WordContent,64.81,64.98,10000,10000,200,0.0
WordContent,64.81,64.98,10000,10000,200,0.1
WordContent,64.81,64.98,10000,10000,200,0.2
Depth,40.6,40.44,10000,10000,50,0.0
Depth,40.57,39.56,10000,10000,50,0.1
Depth,39.2,39.81,10000,10000,50,0.2
Depth,40.8,41.36,10000,10000,100,0.0
Depth,40.94,41.0,10000,10000,100,0.1
Depth,39.93,41.2,10000,10000,100,0.2
Depth,41.65,41.02,10000,10000,200,0.0
Depth,41.5,41.98,10000,10000,200,0.1
Depth,40.54,40.97,10000,10000,200,0.2
TopConstituents,76.92,77.34,10000,10000,50,0.0
TopConstituents,76.85,77.13,10000,10000,50,0.1
TopConstituents,76.57,76.88,10000,10000,50,0.2
TopConstituents,77.47,77.97,10000,10000,100,0.0
TopConstituents,77.69,77.68,10000,10000,100,0.1
TopConstituents,77.57,77.72,10000,10000,100,0.2
TopConstituents,77.73,77.42,10000,10000,200,0.0
TopConstituents,77.99,78.42,10000,10000,200,0.1
TopConstituents,77.91,78.39,10000,10000,200,0.2
BigramShift,72.09,72.41,10000,10000,50,0.0
BigramShift,71.79,71.92,10000,10000,50,0.1
BigramShift,71.71,71.65,10000,10000,50,0.2
BigramShift,72.27,72.28,10000,10000,100,0.0
BigramShift,72.17,72.3,10000,10000,100,0.1
BigramShift,72.22,71.83,10000,10000,100,0.2
BigramShift,72.28,72.5,10000,10000,200,0.0
BigramShift,72.05,72.31,10000,10000,200,0.1
BigramShift,72.31,71.96,10000,10000,200,0.2
Tense,68.58,65.73,10000,10000,50,0.0
Tense,68.52,66.12,10000,10000,50,0.1
Tense,68.22,66.66,10000,10000,50,0.2
Tense,68.7,65.8,10000,10000,100,0.0
Tense,68.65,66.57,10000,10000,100,0.1
Tense,68.46,66.4,10000,10000,100,0.2
Tense,68.13,65.79,10000,10000,200,0.0
Tense,68.53,66.12,10000,10000,200,0.1
Tense,68.66,66.9,10000,10000,200,0.2
SubjNumber,75.83,75.12,10000,10000,50,0.0
SubjNumber,76.24,75.37,10000,10000,50,0.1
SubjNumber,76.13,75.26,10000,10000,50,0.2
SubjNumber,75.97,75.23,10000,10000,100,0.0
SubjNumber,76.46,75.43,10000,10000,100,0.1
SubjNumber,76.33,75.48,10000,10000,100,0.2
SubjNumber,76.01,75.42,10000,10000,200,0.0
SubjNumber,76.45,76.03,10000,10000,200,0.1
SubjNumber,76.3,75.84,10000,10000,200,0.2
ObjNumber,68.51,68.14,10000,10000,50,0.0
ObjNumber,68.67,68.1,10000,10000,50,0.1
ObjNumber,68.81,68.03,10000,10000,50,0.2
ObjNumber,68.64,68.23,10000,10000,100,0.0
ObjNumber,68.54,68.19,10000,10000,100,0.1
ObjNumber,68.99,67.8,10000,10000,100,0.2
ObjNumber,68.59,68.04,10000,10000,200,0.0
ObjNumber,68.76,68.05,10000,10000,200,0.1
ObjNumber,68.8,67.68,10000,10000,200,0.2
OddManOut,50.61,50.17,10000,10000,50,0.0
OddManOut,50.66,49.86,10000,10000,50,0.1
OddManOut,50.58,50.91,10000,10000,50,0.2
OddManOut,50.89,50.07,10000,10000,100,0.0
OddManOut,50.86,50.24,10000,10000,100,0.1
OddManOut,50.37,50.33,10000,10000,100,0.2
OddManOut,50.55,49.85,10000,10000,200,0.0
OddManOut,50.66,50.7,10000,10000,200,0.1
OddManOut,50.73,50.83,10000,10000,200,0.2
CoordinationInversion,61.17,60.07,10002,10002,50,0.0
CoordinationInversion,61.05,61.06,10002,10002,50,0.1
CoordinationInversion,60.49,61.04,10002,10002,50,0.2
CoordinationInversion,61.69,60.24,10002,10002,100,0.0
CoordinationInversion,61.07,60.83,10002,10002,100,0.1
CoordinationInversion,60.87,60.81,10002,10002,100,0.2
CoordinationInversion,61.75,60.77,10002,10002,200,0.0
CoordinationInversion,61.07,60.95,10002,10002,200,0.1
CoordinationInversion,61.57,60.53,10002,10002,200,0.2
