task,devacc,acc,ndev,ntest,nhid,dropout
Length,86.22,86.74,9996,9996,50,0.0
Length,85.35,85.34,9996,9996,50,0.1
Length,84.44,84.83,9996,9996,50,0.2
Length,86.08,86.57,9996,9996,100,0.0
Length,85.43,86.01,9996,9996,100,0.1
Length,84.83,85.09,9996,9996,100,0.2
Length,86.35,86.87,9996,9996,200,0.0
Length,85.36,85.38,9996,9996,200,0.1
Length,84.99,85.17,9996,9996,200,0.2
WordContent,40.71,41.19,10000,10000,50,0.0
WordContent,40.71,41.19,10000,10000,50,0.1
WordContent,40.71,41.19,10000,10000,50,0.2
WordContent,40.71,41.19,10000,10000,100,0.0
WordContent,40.71,41.19,10000,10000,100,0.1
WordContent,40.71,41.19,10000,10000,100,0.2
WordContent,40.71,41.19,10000,10000,200,0.0
WordContent,40.71,41.19,10000,10000,200,0.1
WordContent,40.71,41.19,10000,10000,200,0.2
Depth,35.58,35.33,10000,10000,50,0.0
Depth,32.94,33.58,10000,10000,50,0.1
Depth,32.73,32.86,10000,10000,50,0.2
Depth,35.67,35.61,10000,10000,100,0.0
Depth,34.48,34.51,10000,10000,100,0.1
Depth,32.49,33.1,10000,10000,100,0.2
Depth,36.63,36.29,10000,10000,200,0.0
Depth,33.97,34.4,10000,10000,200,0.1
Depth,33.22,33.72,10000,10000,200,0.2
TopConstituents,61.1,61.07,10000,10000,50,0.0
TopConstituents,59.5,60.2,10000,10000,50,0.1
TopConstituents,58.88,59.25,10000,10000,50,0.2
TopConstituents,62.93,62.63,10000,10000,100,0.0
TopConstituents,60.07,60.89,10000,10000,100,0.1
TopConstituents,59.43,60.38,10000,10000,100,0.2
TopConstituents,63.54,63.75,10000,10000,200,0.0
TopConstituents,61.52,61.73,10000,10000,200,0.1
TopConstituents,60.21,60.9,10000,10000,200,0.2
BigramShift,55.22,55.76,10000,10000,50,0.0
BigramShift,55.07,54.89,10000,10000,50,0.1
BigramShift,55.01,54.94,10000,10000,50,0.2
BigramShift,55.14,56.03,10000,10000,100,0.0
BigramShift,55.02,54.85,10000,10000,100,0.1
BigramShift,55.12,54.42,10000,10000,100,0.2
BigramShift,55.82,55.93,10000,10000,200,0.0
BigramShift,54.93,54.73,10000,10000,200,0.1
BigramShift,54.83,54.7,10000,10000,200,0.2
Tense,70.15,66.71,10000,10000,50,0.0
Tense,70.05,66.63,10000,10000,50,0.1
Tense,69.81,66.19,10000,10000,50,0.2
Tense,70.44,66.68,10000,10000,100,0.0
Tense,70.44,66.78,10000,10000,100,0.1
Tense,70.14,66.59,10000,10000,100,0.2
Tense,70.75,66.46,10000,10000,200,0.0
Tense,70.16,66.3,10000,10000,200,0.1
Tense,70.19,66.61,10000,10000,200,0.2
SubjNumber,70.91,71.53,10000,10000,50,0.0
SubjNumber,70.01,70.36,10000,10000,50,0.1
SubjNumber,69.68,70.26,10000,10000,50,0.2
SubjNumber,71.06,71.89,10000,10000,100,0.0
SubjNumber,70.16,70.83,10000,10000,100,0.1
SubjNumber,69.76,70.28,10000,10000,100,0.2
SubjNumber,71.01,71.87,10000,10000,200,0.0
SubjNumber,70.49,71.04,10000,10000,200,0.1
SubjNumber,70.2,71.01,10000,10000,200,0.2
ObjNumber,65.93,68.12,10000,10000,50,0.0
ObjNumber,65.8,67.27,10000,10000,50,0.1
ObjNumber,65.76,67.06,10000,10000,50,0.2
ObjNumber,65.97,68.07,10000,10000,100,0.0
ObjNumber,65.84,67.23,10000,10000,100,0.1
ObjNumber,65.63,67.49,10000,10000,100,0.2
ObjNumber,66.04,68.34,10000,10000,200,0.0
ObjNumber,65.89,68.1,10000,10000,200,0.1
ObjNumber,65.58,67.34,10000,10000,200,0.2
OddManOut,51.16,50.76,10000,10000,50,0.0
OddManOut,50.51,50.85,10000,10000,50,0.1
OddManOut,50.44,50.69,10000,10000,50,0.2
OddManOut,51.16,50.83,10000,10000,100,0.0
OddManOut,50.55,50.6,10000,10000,100,0.1
OddManOut,50.39,50.56,10000,10000,100,0.2
OddManOut,51.07,51.01,10000,10000,200,0.0
OddManOut,50.4,50.29,10000,10000,200,0.1
OddManOut,50.51,50.38,10000,10000,200,0.2
CoordinationInversion,57.21,57.21,10002,10002,50,0.0
CoordinationInversion,56.02,56.39,10002,10002,50,0.1
CoordinationInversion,56.1,55.75,10002,10002,50,0.2
CoordinationInversion,56.84,57.05,10002,10002,100,0.0
CoordinationInversion,55.88,56.08,10002,10002,100,0.1
CoordinationInversion,55.86,56.07,10002,10002,100,0.2
CoordinationInversion,57.1,57.18,10002,10002,200,0.0
CoordinationInversion,55.9,55.92,10002,10002,200,0.1
CoordinationInversion,56.13,55.95,10002,10002,200,0.2
