task,devacc,acc,ndev,ntest,nhid,dropout
Length,85.1,85.08,9996,9996,50,0.0
Length,85.02,85.25,9996,9996,50,0.1
Length,84.72,84.9,9996,9996,50,0.2
Length,85.15,85.43,9996,9996,100,0.0
Length,85.39,84.99,9996,9996,100,0.1
Length,85.26,85.04,9996,9996,100,0.2
Length,85.49,85.51,9996,9996,200,0.0
Length,85.36,85.44,9996,9996,200,0.1
Length,85.19,85.29,9996,9996,200,0.2
WordContent,55.67,56.03,10000,10000,50,0.0
WordContent,55.67,56.03,10000,10000,50,0.1
WordContent,55.67,56.03,10000,10000,50,0.2
WordContent,55.67,56.03,10000,10000,100,0.0
WordContent,55.67,56.03,10000,10000,100,0.1
WordContent,55.67,56.03,10000,10000,100,0.2
WordContent,55.67,56.03,10000,10000,200,0.0
WordContent,55.67,56.03,10000,10000,200,0.1
WordContent,55.67,56.03,10000,10000,200,0.2
Depth,42.06,42.08,10000,10000,50,0.0
Depth,41.55,41.74,10000,10000,50,0.1
Depth,41.06,41.9,10000,10000,50,0.2
Depth,42.33,43.55,10000,10000,100,0.0
Depth,42.24,42.83,10000,10000,100,0.1
Depth,41.9,42.62,10000,10000,100,0.2
Depth,42.85,43.99,10000,10000,200,0.0
Depth,42.61,43.31,10000,10000,200,0.1
Depth,42.49,43.31,10000,10000,200,0.2
TopConstituents,77.9,77.01,10000,10000,50,0.0
TopConstituents,77.6,77.51,10000,10000,50,0.1
TopConstituents,77.09,77.03,10000,10000,50,0.2
TopConstituents,78.68,78.37,10000,10000,100,0.0
TopConstituents,78.58,78.5,10000,10000,100,0.1
TopConstituents,78.16,78.0,10000,10000,100,0.2
TopConstituents,78.94,78.89,10000,10000,200,0.0
TopConstituents,79.03,78.99,10000,10000,200,0.1
TopConstituents,78.7,78.35,10000,10000,200,0.2
BigramShift,69.78,69.32,10000,10000,50,0.0
BigramShift,69.89,69.41,10000,10000,50,0.1
BigramShift,69.71,69.13,10000,10000,50,0.2
BigramShift,69.81,69.31,10000,10000,100,0.0
BigramShift,69.95,69.55,10000,10000,100,0.1
BigramShift,69.92,69.59,10000,10000,100,0.2
BigramShift,69.58,69.55,10000,10000,200,0.0
BigramShift,69.91,69.53,10000,10000,200,0.1
BigramShift,69.92,69.59,10000,10000,200,0.2
Tense,85.58,84.53,10000,10000,50,0.0
Tense,85.46,84.16,10000,10000,50,0.1
Tense,85.71,84.72,10000,10000,50,0.2
Tense,85.27,84.66,10000,10000,100,0.0
Tense,85.33,84.41,10000,10000,100,0.1
Tense,85.46,84.78,10000,10000,100,0.2
Tense,85.29,84.4,10000,10000,200,0.0
Tense,85.54,84.74,10000,10000,200,0.1
Tense,85.63,84.26,10000,10000,200,0.2
SubjNumber,84.49,84.54,10000,10000,50,0.0
SubjNumber,84.61,84.46,10000,10000,50,0.1
SubjNumber,84.89,84.52,10000,10000,50,0.2
SubjNumber,84.36,84.4,10000,10000,100,0.0
SubjNumber,84.76,84.69,10000,10000,100,0.1
SubjNumber,84.96,84.4,10000,10000,100,0.2
SubjNumber,84.39,84.45,10000,10000,200,0.0
SubjNumber,84.69,84.69,10000,10000,200,0.1
SubjNumber,84.92,84.7,10000,10000,200,0.2
ObjNumber,81.64,82.52,10000,10000,50,0.0
ObjNumber,81.68,82.76,10000,10000,50,0.1
ObjNumber,81.8,82.77,10000,10000,50,0.2
ObjNumber,81.59,82.71,10000,10000,100,0.0
ObjNumber,81.8,82.63,10000,10000,100,0.1
ObjNumber,81.54,82.68,10000,10000,100,0.2
ObjNumber,81.77,82.38,10000,10000,200,0.0
ObjNumber,81.71,82.48,10000,10000,200,0.1
ObjNumber,81.83,82.75,10000,10000,200,0.2
OddManOut,52.04,51.87,10000,10000,50,0.0
OddManOut,51.9,52.06,10000,10000,50,0.1
OddManOut,51.77,51.13,10000,10000,50,0.2
OddManOut,52.41,52.56,10000,10000,100,0.0
OddManOut,51.67,50.87,10000,10000,100,0.1
OddManOut,52.02,51.17,10000,10000,100,0.2
OddManOut,52.65,52.15,10000,10000,200,0.0
OddManOut,52.26,51.75,10000,10000,200,0.1
OddManOut,51.74,51.48,10000,10000,200,0.2
CoordinationInversion,63.56,62.44,10002,10002,50,0.0
CoordinationInversion,63.29,62.16,10002,10002,50,0.1
CoordinationInversion,62.62,61.48,10002,10002,50,0.2
CoordinationInversion,63.67,62.05,10002,10002,100,0.0
CoordinationInversion,63.59,63.06,10002,10002,100,0.1
CoordinationInversion,63.39,62.97,10002,10002,100,0.2
CoordinationInversion,63.52,62.89,10002,10002,200,0.0
CoordinationInversion,63.31,62.17,10002,10002,200,0.1
CoordinationInversion,63.3,62.4,10002,10002,200,0.2
