14.608386780288484
step,f1-micro
100,0.010309278033673763
200,0.010309278033673763
300,0.1855670064687729
400,0.1855670064687729
500,0.1855670064687729
600,0.1855670064687729
700,0.1855670064687729
800,0.1855670064687729
900,0.1855670064687729
1000,0.1855670064687729
1100,0.1855670064687729
1200,0.1855670064687729
1300,0.1855670064687729
1400,0.22680412232875824
1500,0.22474226355552673
1600,0.22474226355552673
1700,0.2278350442647934
1800,0.2319587618112564
1900,0.22268041968345642
2000,0.22474226355552673
2100,0.22164948284626007
2200,0.21237114071846008
2300,0.21237114071846008
2400,0.21546392142772675
2500,0.23505154252052307
2600,0.2505154609680176
2700,0.26288658380508423
2800,0.2721649408340454
2900,0.2793814539909363
3000,0.2814432978630066
3100,0.2855670154094696
3200,0.2907216548919678
3300,0.2948453724384308
3400,0.2948453724384308
3500,0.29381442070007324
3600,0.2969072163105011
3700,0.3175257742404938
3800,0.3237113356590271
3900,0.3237113356590271
4000,0.32886597514152527
4100,0.3484536111354828
4200,0.3639175295829773
4300,0.36494845151901245
4400,0.37628865242004395
4500,0.3835051655769348
4600,0.37835052609443665
4700,0.38453608751296997
4800,0.3814432919025421
4900,0.38969072699546814
5000,0.3948453664779663
5100,0.40103092789649963
5200,0.415463924407959
5300,0.4175257682800293
5400,0.41649484634399414
5500,0.4237113296985626
5600,0.4237113296985626
5700,0.4268041253089905
5800,0.43608248233795166
5900,0.4505154490470886
6000,0.4484536051750183
6100,0.45154640078544617
6200,0.4525773227214813
6300,0.4484536051750183
6400,0.4556700885295868
6500,0.464948445558548
6600,0.46288660168647766
6700,0.4618556797504425
6800,0.47010308504104614
6900,0.47010308504104614
7000,0.47216495871543884
7100,0.4711340069770813
7200,0.48144328594207764
7300,0.4907216429710388
7400,0.5030927658081055
7500,0.5185567140579224
7600,0.5061855912208557
7700,0.5175257921218872
7800,0.514432966709137
7900,0.5257731676101685
8000,0.5288659930229187
8100,0.530927836894989
8200,0.5247422456741333
8300,0.5443298816680908
8400,0.5546391606330872
8500,0.5556700825691223
8600,0.5649484395980835
8700,0.5608247518539429
8800,0.5711340308189392
8900,0.5752577185630798
9000,0.5814433097839355
9100,0.5742267966270447
9200,0.5731958746910095
9300,0.5886598229408264
9400,0.5865979194641113
9500,0.5886598229408264
9600,0.5958762764930725
9700,0.6020618677139282
9800,0.6020618677139282
9900,0.6030927896499634
10000,0.6061855554580688
10100,0.6000000238418579
10200,0.6123711466789246
10300,0.6134020686149597
10400,0.6123711466789246
10500,0.6175257563591003
10600,0.6113402247428894
10700,0.6195876002311707
10800,0.6164948344230652
10900,0.6195876002311707
11000,0.6216495037078857
11100,0.6278350353240967
11200,0.6247422695159912
11300,0.6185566782951355
11400,0.6371133923530579
11500,0.6319587826728821
11600,0.6360824704170227
11700,0.6309278607368469
11800,0.6391752362251282
11900,0.6371133923530579
12000,0.638144314289093
12100,0.6329897046089172
12200,0.6474226713180542
12300,0.6474226713180542
12400,0.6556701064109802
12500,0.6494845151901245
12600,0.646391749382019
12700,0.646391749382019
12800,0.6567010283470154
12900,0.6597937941551208
13000,0.6567010283470154
13100,0.6649484634399414
13200,0.6639175415039062
13300,0.6701030731201172
13400,0.6649484634399414
13500,0.6680412292480469
13600,0.6762886643409729
13700,0.6814432740211487
13800,0.669072151184082
13900,0.6752577424049377
14000,0.6793814301490784
14100,0.6804123520851135
14200,0.6773195862770081
14300,0.6896907091140747
14400,0.6752577424049377
14500,0.6948453783988953
14600,0.692783534526825
14700,0.691752552986145
14800,0.6896907091140747
14900,0.7020618319511414
15000,0.7041237354278564
15100,0.7010309100151062
15200,0.6958763003349304
15300,0.7103092670440674
15400,0.6979381442070007
15500,0.7123711109161377
15600,0.7082474231719971
15700,0.7113401889801025
15800,0.7092783451080322
15900,0.7113401889801025
16000,0.7134020328521729
16100,0.7185567021369934
16200,0.7175257802009583
16300,0.7298969030380249
16400,0.7092783451080322
16500,0.7257732152938843
16600,0.7278350591659546
16700,0.7257732152938843
16800,0.7257732152938843
16900,0.7360824942588806
17000,0.7340205907821655
17100,0.7443298697471619
17200,0.7412371039390564
17300,0.7278350591659546
17400,0.7278350591659546
17500,0.7298969030380249
17600,0.7360824942588806
17700,0.7381443381309509
17800,0.7340205907821655
17900,0.7443298697471619
18000,0.7329896688461304
18100,0.7453608512878418
18200,0.746391773223877
18300,0.7484536170959473
18400,0.746391773223877
18500,0.7577319741249084
18600,0.7350515723228455
18700,0.7494845390319824
18800,0.7453608512878418
18900,0.7412371039390564
19000,0.7474226951599121
19100,0.7505154609680176
19200,0.7525773048400879
19300,0.7597938179969788
19400,0.7546391487121582
19500,0.7474226951599121
19600,0.7618556618690491
19700,0.7567010521888733
19800,0.7474226951599121
19900,0.7484536170959473
20000,0.7587628960609436
20100,0.7608247399330139
20200,0.7618556618690491
20300,0.7597938179969788
20400,0.7597938179969788
20500,0.7701030969619751
20600,0.7639175057411194
20700,0.7649484276771545
20800,0.7618556618690491
20900,0.7639175057411194
21000,0.7701030969619751
21100,0.7618556618690491
21200,0.7639175057411194
21300,0.7680412530899048
21400,0.7690721750259399
