0.9401746192243364
step,f1-micro
29,0.00927835050970316
59,0.0402061864733696
89,0.1896907240152359
119,0.18865978717803955
149,0.22268041968345642
179,0.21134020388126373
209,0.2567010223865509
240,0.24845360219478607
270,0.3010309338569641
300,0.39175257086753845
330,0.42474228143692017
360,0.4556700885295868
390,0.49484536051750183
420,0.5876288414001465
450,0.6051546335220337
481,0.5917525887489319
511,0.6030927896499634
541,0.6515464186668396
571,0.6886597871780396
601,0.7061855792999268
631,0.7206185460090637
661,0.7164948582649231
691,0.7443298697471619
722,0.7639175057411194
752,0.7835051417350769
782,0.7835051417350769
812,0.7783505320549011
842,0.7907216548919678
872,0.800000011920929
902,0.7969072461128235
932,0.8061855435371399
963,0.8206185698509216
993,0.8288660049438477
1023,0.8278350234031677
1053,0.8278350234031677
1083,0.8350515365600586
1113,0.8505154848098755
1143,0.8340206146240234
1173,0.8463917374610901
1204,0.8288660049438477
1234,0.8474226593971252
1264,0.839175283908844
1294,0.8360824584960938
1324,0.839175283908844
1354,0.8463917374610901
1384,0.853608250617981
1414,0.8567010164260864
1445,0.8546391725540161
1475,0.8577319383621216
1505,0.8597938418388367
1535,0.8639175295829773
1565,0.8649484515190125
1595,0.8659793734550476
1625,0.8690721392631531
1655,0.8742268085479736
1686,0.8659793734550476
1716,0.8742268085479736
1746,0.8731958866119385
1776,0.8752577304840088
1806,0.8752577304840088
1836,0.8742268085479736
1866,0.8731958866119385
1896,0.8721649646759033
1927,0.8721649646759033
1957,0.8814433217048645
1987,0.8793814182281494
2017,0.8742268085479736
2047,0.876288652420044
2077,0.8752577304840088
2107,0.8752577304840088
2137,0.8773195743560791
2168,0.876288652420044
2198,0.8752577304840088
2228,0.8752577304840088
2258,0.8773195743560791
2288,0.8752577304840088
2318,0.8752577304840088
2348,0.8752577304840088
2378,0.8752577304840088
