step,mcc
100,-0.023390591144561768
200,-0.029292061924934387
300,-0.029292061924934387
400,-0.04050171375274658
500,-0.036906417459249496
600,-0.019469553604722023
700,-0.01209536474198103
800,0.013507059775292873
900,0.025302285328507423
1000,0.023467332124710083
1100,0.012224039994180202
1200,0.01825711503624916
1300,0.022431738674640656
1400,0.009483370929956436
1500,0.010896041989326477
1600,0.02908405475318432
1700,0.02210211381316185
1800,0.016751859337091446
1900,0.026582732796669006
2000,0.026091817766427994
2100,0.024105360731482506
2200,0.022692091763019562
2300,0.021837133914232254
2400,0.004321955610066652
2500,0.018847625702619553
2600,0.01968732848763466
2700,0.003129349322989583
2800,0.02119162492454052
2900,0.030460063368082047
3000,0.023153305053710938
3100,0.007331376895308495
3200,0.015197891741991043
3300,-0.0019282178254798055
3400,0.013703931123018265
3500,0.006187116727232933
3600,0.011298631317913532
3700,0.012800483033061028
3800,0.0018404385773465037
3900,0.0007813955890014768
4000,-0.0007281466969288886
4100,0.013852282427251339
4200,0.0007813955890014768
4300,0.024082500487565994
4400,0.014764783903956413
4500,0.020764702931046486
4600,0.004440691322088242
4700,0.015201459638774395
4800,0.022692091763019562
4900,0.010912107303738594
5000,-0.004610314965248108
5100,0.0073122731409966946
5200,0.009398475289344788
5300,0.009398475289344788
5400,0.014454633928835392
5500,0.010246587917208672
5600,0.0015142062911763787
5700,-0.0042610797099769115
5800,0.0046172658912837505
5900,0.015377269126474857
6000,0.004321955610066652
6100,0.0035627109464257956
6200,0.0013444890500977635
6300,0.007568273227661848
6400,-0.002709938446059823
6500,0.008166399784386158
6600,0.0251818485558033
6700,-0.0038722280878573656
6800,0.011017265729606152
6900,0.013078314252197742
7000,-0.003957958891987801
7100,0.03706272691488266
7200,-0.014859496615827084
7300,0.008600398898124695
7400,0.017405163496732712
7500,0.004979290999472141
7600,0.015303141437470913
7700,0.012859683483839035
7800,0.0036818983498960733
7900,0.012859683483839035
8000,0.0037154327146708965
8100,0.01274592150002718
8200,0.010622227564454079
8300,-0.013753828592598438
8400,0.005546087399125099
8500,0.013825904577970505
8600,0.008666979148983955
8700,0.0010597293730825186
8800,-0.00040506591903977096
8900,0.015980085358023643
9000,0.01829068921506405
9100,0.021020734682679176
9200,-0.0010275979293510318
9300,-0.007701491471379995
9400,0.016214849427342415
9500,0.01397290825843811
9600,0.03764541447162628
9700,0.0035076348576694727
9800,0.03234728425741196
9900,0.013825904577970505
10000,0.01680893823504448
10100,0.03695721551775932
10200,0.03728538006544113
10300,0.03445560485124588
10400,0.03861520066857338
10500,0.011888113804161549
10600,0.03245171904563904
10700,0.028779588639736176
10800,0.0179713424295187
