15.835328476760122
step,f1-micro
100,0.007216494996100664
200,0.08144330233335495
300,0.08144330233335495
400,0.08144330233335495
500,0.08144330233335495
600,0.08144330233335495
700,0.11958763003349304
800,0.12371134012937546
900,0.13711340725421906
1000,0.13711340725421906
1100,0.1494845300912857
1200,0.1608247458934784
1300,0.17319588363170624
1400,0.18865978717803955
1500,0.1989690661430359
1600,0.2030927836894989
1700,0.20206186175346375
1800,0.19690722227096558
1900,0.1989690661430359
2000,0.2030927836894989
2100,0.20618556439876556
2200,0.2144329845905304
2300,0.22474226355552673
2400,0.2453608214855194
2500,0.2505154609680176
2600,0.27113401889801025
2700,0.2773195803165436
2800,0.2773195803165436
2900,0.2876288592815399
3000,0.2969072163105011
3100,0.2989690601825714
3200,0.3041236996650696
3300,0.3041236996650696
3400,0.30721649527549744
3500,0.3123711347579956
3600,0.3061855733394623
3700,0.33092784881591797
3800,0.31855669617652893
3900,0.3329896926879883
4000,0.33092784881591797
4100,0.33814433217048645
4200,0.3432989716529846
4300,0.3525773286819458
4400,0.35773196816444397
4500,0.3855670094490051
4600,0.3907216489315033
4700,0.41237112879753113
4800,0.42989692091941833
4900,0.42268040776252747
5000,0.4329896867275238
5100,0.442268043756485
5200,0.4329896867275238
5300,0.4402061998844147
5400,0.44123712182044983
5500,0.44123712182044983
5600,0.44536083936691284
5700,0.446391761302948
5800,0.44536083936691284
5900,0.446391761302948
6000,0.4536082446575165
6100,0.45463916659355164
6200,0.45463916659355164
6300,0.4639175236225128
6400,0.46804124116897583
6500,0.4752577245235443
6600,0.4670103192329407
6700,0.48556700348854065
6800,0.48762887716293335
6900,0.477319598197937
7000,0.48556700348854065
7100,0.4824742376804352
7200,0.5010309219360352
7300,0.5123711228370667
7400,0.516494870185852
7500,0.5237113237380981
7600,0.5175257921218872
7700,0.5278350710868835
7800,0.5340206027030945
7900,0.5432989597320557
8000,0.5484536290168762
8100,0.5546391606330872
8200,0.5556700825691223
8300,0.5752577185630798
8400,0.576288640499115
8500,0.584536075592041
8600,0.5855669975280762
8700,0.5793814659118652
8800,0.592783510684967
8900,0.5907216668128967
9000,0.5835051536560059
9100,0.5896907448768616
9200,0.5969071984291077
9300,0.5969071984291077
9400,0.5948453545570374
9500,0.6020618677139282
9600,0.5896907448768616
9700,0.6030927896499634
9800,0.6000000238418579
9900,0.6041237115859985
10000,0.6041237115859985
10100,0.6051546335220337
10200,0.61546391248703
10300,0.6175257563591003
10400,0.6206185817718506
10500,0.6164948344230652
10600,0.6185566782951355
10700,0.6278350353240967
10800,0.6195876002311707
10900,0.6103093028068542
11000,0.6319587826728821
11100,0.638144314289093
11200,0.6319587826728821
11300,0.6329897046089172
11400,0.6329897046089172
11500,0.6484535932540894
11600,0.6443299055099487
11700,0.6443299055099487
11800,0.646391749382019
11900,0.6505154371261597
12000,0.6505154371261597
12100,0.6556701064109802
12200,0.669072151184082
12300,0.6628866195678711
12400,0.6639175415039062
12500,0.669072151184082
12600,0.6670103073120117
12700,0.6731958985328674
12800,0.6752577424049377
12900,0.6731958985328674
13000,0.6752577424049377
13100,0.6804123520851135
13200,0.6814432740211487
13300,0.6804123520851135
13400,0.6824742555618286
13500,0.6845360994338989
13600,0.6969072222709656
13700,0.6969072222709656
13800,0.6938144564628601
13900,0.7030927538871765
14000,0.6938144564628601
14100,0.699999988079071
14200,0.6938144564628601
14300,0.6896907091140747
14400,0.6979381442070007
14500,0.7123711109161377
14600,0.7092783451080322
14700,0.7206185460090637
14800,0.7185567021369934
14900,0.7195876240730286
15000,0.7195876240730286
15100,0.7247422933578491
15200,0.7257732152938843
15300,0.7268041372299194
