Wall time,Step,Value
1579947880.9774818,600,-0.020460547879338264
1579948252.4606285,1900,-0.004677478224039078
1579948420.6505477,2500,-0.010045335628092289
1579948869.7863271,4100,-0.002726677805185318
1579948925.7809274,4300,0.000572753488086164
1579949009.8136792,4600,-0.0031121333595365286
1579949233.7342145,5400,-0.003113838844001293
1579949317.776267,5700,0.02162691205739975
1579949741.2283318,7200,0.01874653995037079
1579949826.3500664,7500,0.011653401888906956
1579950388.6892369,9500,-0.007714210078120232
1579950612.6629674,10300,0.028504567220807076
1579950725.7250035,10700,0.041007574647665024
1579951285.721965,12700,0.01508245337754488
1579951651.9315763,14000,0.029278680682182312
1579952102.48821,15600,0.05998312681913376
1579952186.631665,15900,0.024909619241952896
1579952438.8294384,16800,0.0424719974398613
1579952747.1057057,17900,0.049389395862817764
1579952887.257379,18400,0.0672149807214737
1579952943.326636,18600,0.07674883306026459
1579952971.3442357,18700,0.07525712996721268
1579953083.5148664,19100,0.07568944990634918
1579953562.3531053,20800,0.12234371155500412
1579954013.0509791,22400,0.06955306977033615
1579954182.3804915,23000,0.08135565370321274
1579954322.5178697,23500,0.12552417814731598
1579954743.144826,25000,0.10268417000770569
1579954911.2598119,25600,0.08008447289466858
1579955051.4437013,26100,0.10962557047605515
1579955247.6720574,26800,0.11414434760808945
1579955359.8332849,27200,0.10587432235479355
1579955415.8989031,27400,0.09785200655460358
1579955948.6522055,29300,0.12048172205686569
1579956397.3944573,30900,0.13265731930732727
1579956453.516201,31100,0.09996873885393143
1579956677.9788172,31900,0.1089010238647461
1579957015.6468024,33100,0.13365989923477173
1579957268.1296177,34000,0.1393207609653473
1579957492.5300088,34800,0.14723984897136688
1579957943.750414,36400,0.14853571355342865
1579958055.9922204,36800,0.10506564378738403
1579959571.4308407,42200,0.15479937195777893
1579959599.4954925,42300,0.230830118060112
1579960077.607873,44000,0.1905338019132614
1579960133.6737313,44200,0.18488474190235138
1579960161.7283292,44300,0.13950398564338684
1579960245.8520792,44600,0.18073488771915436
1579960666.5333633,46100,0.16846108436584473
1579960750.6733356,46400,0.1472851186990738
1579960778.7365575,46500,0.1614007204771042
1579961059.2921891,47500,0.19810907542705536
1579961536.1354263,49200,0.16848936676979065
1579961592.2615004,49400,0.19960461556911469
1579962181.4254699,51500,0.17999635636806488
1579962265.5920248,51800,0.201078400015831
1579962489.9849496,52600,0.17602819204330444
1579962659.4758315,53200,0.14646588265895844
1579962799.8040814,53700,0.1905243992805481
1579962969.296987,54300,0.20735414326190948
1579963109.6222694,54800,0.179343119263649
1579963390.294558,55800,0.21530050039291382
1579963558.7630758,56400,0.25086575746536255
1579963840.711118,57400,0.17915795743465424
1579964009.1209168,58000,0.2428581565618515
1579964065.2915816,58200,0.21056723594665527
1579964206.8259466,58700,0.23303186893463135
1579964234.9043326,58800,0.2050442099571228
1579964656.0794578,60300,0.22767308354377747
1579965161.4179351,62100,0.17900587618350983
1579965217.5956638,62300,0.17817866802215576
1579965554.5541673,63500,0.21355602145195007
1579965751.0079505,64200,0.22943046689033508
1579965779.054763,64300,0.20249305665493011
1579965835.1864626,64500,0.25924408435821533
1579965920.6695824,64800,0.2427227795124054
1579965976.797823,65000,0.2086312621831894
1579966313.5319102,66200,0.1905243992805481
1579966594.0236752,67200,0.15969373285770416
1579966678.202835,67500,0.21530050039291382
1579966930.6969395,68400,0.18399350345134735
1579967071.0370576,68900,0.21628092229366302
1579967800.8101332,71500,0.2010091096162796
1579967913.0694218,71900,0.2050749957561493
1579968025.338475,72300,0.20157983899116516
1579968053.4415503,72400,0.22329674661159515
1579968249.9290614,73100,0.19337168335914612
1579968502.5568812,74000,0.19580648839473724
1579968614.8607404,74400,0.25078487396240234
1579968727.1707969,74800,0.22534993290901184
1579968867.4995315,75300,0.2395983189344406
1579968979.8430943,75700,0.20673485100269318
1579969232.4046934,76600,0.2050749957561493
1579969344.6939313,77000,0.20584338903427124
1579969372.7357259,77100,0.2517523765563965
1579969400.8075638,77200,0.2533850371837616
1579969456.9045238,77400,0.22911709547042847
1579969654.4268763,78100,0.22019296884536743
1579969794.7581491,78600,0.21283772587776184
1579969850.88001,78800,0.2362658679485321
1579969991.1838639,79300,0.16644148528575897
1579970047.3363228,79500,0.23484694957733154
1579970159.5479715,79900,0.20164930820465088
1579970271.7413714,80300,0.20389223098754883
1579970440.0431836,80900,0.16098499298095703
1579970468.0753288,81000,0.21068446338176727
1579971113.2711668,83300,0.21770474314689636
1579971225.5530746,83700,0.20393106341362
1579972151.5497677,87000,0.19056427478790283
1579972291.8366368,87500,0.22974202036857605
1579972348.001486,87700,0.21090483665466309
1579972516.3799317,88300,0.22445441782474518
1579972740.9304333,89100,0.24978318810462952
1579972909.3699627,89700,0.23426534235477448
1579973021.688568,90100,0.2638263404369354
1579973218.1030324,90800,0.2599348723888397
1579973274.2582836,91000,0.2198619693517685
1579973442.1455908,91600,0.17494402825832367
1579973498.0396237,91800,0.19747622311115265
1579973890.577035,93200,0.23484694957733154
1579973918.651655,93300,0.21220391988754272
1579974199.24484,94300,0.17636699974536896
1579974283.3980224,94600,0.19337168335914612
1579974535.9982429,95500,0.19056373834609985
1579974648.241824,95900,0.19626188278198242
1579974760.5296779,96300,0.21637403964996338
1579975013.1003168,97200,0.2144629806280136
1579975041.183681,97300,0.14853571355342865
1579975209.497184,97900,0.1766262948513031
1579975237.5499284,98000,0.16591952741146088
1579975377.8740578,98500,0.1722063571214676
1579975714.58047,99700,0.1596681922674179
1579975882.9295232,100300,0.12289126962423325
1579975967.0884402,100600,0.07617928832769394
1579976219.5466342,101500,0.12180975079536438
1579976303.7146556,101800,0.1475338339805603
1579976528.2844458,102600,0.12218669056892395
1579977061.5232441,104500,0.131056010723114
1579977426.3620112,105800,0.10059262067079544
1579977594.7174165,106400,0.1271369606256485
