4.2371336193217175
step,f1-micro
100,0.19278350472450256
200,0.2185567021369934
300,0.26907217502593994
400,0.3567010164260864
500,0.40103092789649963
600,0.4268041253089905
700,0.43195876479148865
800,0.44948452711105347
900,0.446391761302948
1000,0.4505154490470886
1100,0.45670104026794434
1200,0.4618556797504425
1300,0.473195880651474
1400,0.4752577245235443
1500,0.48762887716293335
1600,0.49896907806396484
1700,0.5
1800,0.5206185579299927
1900,0.530927836894989
2000,0.5381443500518799
2100,0.5350515246391296
2200,0.545360803604126
2300,0.5577319860458374
2400,0.5505154728889465
2500,0.5711340308189392
2600,0.5793814659118652
2700,0.5721649527549744
2800,0.5824742317199707
2900,0.5876288414001465
3000,0.6030927896499634
3100,0.6051546335220337
3200,0.6092783212661743
3300,0.5917525887489319
3400,0.6278350353240967
3500,0.6082473993301392
3600,0.61546391248703
3700,0.6123711466789246
3800,0.6350515484809875
3900,0.6402061581611633
4000,0.6350515484809875
4100,0.6350515484809875
4200,0.6484535932540894
4300,0.6597937941551208
4400,0.6402061581611633
4500,0.646391749382019
4600,0.6453608274459839
4700,0.6587628722190857
4800,0.6597937941551208
4900,0.6587628722190857
5000,0.6587628722190857
5100,0.6649484634399414
5200,0.6556701064109802
5300,0.6536082625389099
5400,0.6701030731201172
5500,0.6670103073120117
5600,0.6804123520851135
5700,0.6845360994338989
5800,0.6701030731201172
5900,0.6783505082130432
6000,0.6773195862770081
6100,0.6731958985328674
6200,0.6773195862770081
6300,0.6824742555618286
6400,0.6835051774978638
6500,0.6814432740211487
6600,0.6886597871780396
6700,0.6835051774978638
6800,0.6804123520851135
6900,0.6804123520851135
7000,0.6865979433059692
7100,0.6783505082130432
7200,0.6886597871780396
7300,0.6948453783988953
7400,0.6958763003349304
7500,0.6979381442070007
7600,0.691752552986145
7700,0.699999988079071
7800,0.6989690661430359
7900,0.6958763003349304
8000,0.699999988079071
8100,0.7082474231719971
8200,0.6969072222709656
8300,0.7051546573638916
8400,0.7123711109161377
8500,0.7072165012359619
8600,0.7051546573638916
8700,0.6979381442070007
8800,0.7134020328521729
8900,0.7030927538871765
9000,0.7082474231719971
9100,0.7092783451080322
9200,0.7082474231719971
9300,0.7051546573638916
9400,0.7103092670440674
9500,0.7061855792999268
9600,0.7020618319511414
9700,0.7061855792999268
9800,0.7164948582649231
9900,0.7041237354278564
10000,0.7154639363288879
10100,0.7175257802009583
10200,0.7164948582649231
10300,0.7185567021369934
10400,0.7164948582649231
10500,0.722680389881134
10600,0.7185567021369934
10700,0.722680389881134
10800,0.7257732152938843
10900,0.7164948582649231
11000,0.7195876240730286
11100,0.7278350591659546
11200,0.7175257802009583
11300,0.7247422933578491
11400,0.7154639363288879
11500,0.722680389881134
11600,0.7309278249740601
11700,0.7329896688461304
11800,0.7278350591659546
11900,0.7268041372299194
12000,0.7298969030380249
12100,0.7288659811019897
12200,0.7278350591659546
12300,0.7298969030380249
12400,0.7309278249740601
12500,0.7309278249740601
12600,0.7257732152938843
12700,0.7288659811019897
12800,0.7195876240730286
12900,0.7237113118171692
13000,0.7278350591659546
13100,0.722680389881134
13200,0.7329896688461304
13300,0.7340205907821655
13400,0.7391752600669861
13500,0.7298969030380249
13600,0.7350515723228455
13700,0.7340205907821655
13800,0.7350515723228455
13900,0.7288659811019897
14000,0.7432989478111267
14100,0.7360824942588806
14200,0.7329896688461304
14300,0.7298969030380249
14400,0.7360824942588806
14500,0.7309278249740601
14600,0.7443298697471619
14700,0.7391752600669861
14800,0.7412371039390564
14900,0.7422680258750916
15000,0.7453608512878418
15100,0.7412371039390564
15200,0.7381443381309509
15300,0.7453608512878418
15400,0.7360824942588806
15500,0.7402061820030212
15600,0.7432989478111267
15700,0.7422680258750916
15800,0.746391773223877
15900,0.7443298697471619
16000,0.7412371039390564
16100,0.7474226951599121
16200,0.7556701302528381
16300,0.7546391487121582
16400,0.7453608512878418
16500,0.7525773048400879
16600,0.7525773048400879
16700,0.7412371039390564
16800,0.7422680258750916
16900,0.7474226951599121
17000,0.7546391487121582
17100,0.7453608512878418
17200,0.7515463829040527
17300,0.7474226951599121
17400,0.7525773048400879
17500,0.7494845390319824
17600,0.7556701302528381
17700,0.753608226776123
17800,0.7474226951599121
17900,0.7515463829040527
18000,0.7484536170959473
18100,0.7422680258750916
18200,0.7556701302528381
18300,0.7494845390319824
18400,0.7556701302528381
18500,0.7515463829040527
18600,0.7546391487121582
18700,0.7577319741249084
18800,0.7628865838050842
18900,0.7505154609680176
19000,0.7515463829040527
19100,0.7515463829040527
19200,0.7546391487121582
19300,0.7567010521888733
19400,0.7505154609680176
19500,0.7577319741249084
19600,0.7618556618690491
19700,0.7567010521888733
19800,0.7659794092178345
19900,0.7567010521888733
20000,0.7556701302528381
20100,0.7577319741249084
20200,0.7587628960609436
20300,0.7649484276771545
20400,0.7597938179969788
20500,0.7670103311538696
20600,0.7587628960609436
20700,0.7556701302528381
20800,0.753608226776123
20900,0.7577319741249084
21000,0.7597938179969788
21100,0.7618556618690491
21200,0.7494845390319824
21300,0.7567010521888733
21400,0.7577319741249084
21500,0.7597938179969788
21600,0.7546391487121582
21700,0.7628865838050842
21800,0.7577319741249084
21900,0.7567010521888733
22000,0.7515463829040527
22100,0.7505154609680176
22200,0.7577319741249084
22300,0.7587628960609436
22400,0.7701030969619751
22500,0.7587628960609436
22600,0.7587628960609436
22700,0.7701030969619751
22800,0.7670103311538696
22900,0.7577319741249084
23000,0.7587628960609436
23100,0.7639175057411194
23200,0.7649484276771545
23300,0.7690721750259399
23400,0.7649484276771545
23500,0.7577319741249084
23600,0.7659794092178345
23700,0.7608247399330139
23800,0.7680412530899048
23900,0.7670103311538696
24000,0.7649484276771545
24100,0.7721649408340454
24200,0.7742267847061157
24300,0.7628865838050842
24400,0.7639175057411194
24500,0.7680412530899048
24600,0.7649484276771545
24700,0.7670103311538696
24800,0.7649484276771545
24900,0.7608247399330139
25000,0.7670103311538696
25100,0.7742267847061157
25200,0.7752577066421509
25300,0.7721649408340454
25400,0.7721649408340454
25500,0.7701030969619751
25600,0.7711340188980103
25700,0.7804123759269714
25800,0.7783505320549011
25900,0.7649484276771545
26000,0.7783505320549011
26100,0.7721649408340454
26200,0.7670103311538696
26300,0.7690721750259399
26400,0.7711340188980103
26500,0.7731958627700806
26600,0.7711340188980103
26700,0.7721649408340454
26800,0.7742267847061157
26900,0.7762886881828308
